pfi,hospital_name,county,region,unit_name,unit_description,rn_count,rn_hours_per_pt,avg_patients,rn_pts_per_nurse
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"The medical OPD provides primary care to adults.
Located bldg 8 fourth floor",21,0.42,403,19.2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"The pediatric primary OPD provides care to patients
up to the age of 18yrs.Located in bldg 8, 1st fl",7,0.27,204,29.14
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"The surgical OPD provides care to outpatients
requiring surgical care. Located in bldg 8 2nd floor",9,0.27,245,27.28
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Pediatric,"JA IP 6B PICU 6th floor of Bldg 6. pediatric ICU level
patients",2,5.93,2.7,2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Pediatric,"JA IP 6D PEDIATRICS 6th floor of Bldg 6. pediatric
medical / surgical floor",2,1.33,12,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Psychiatry,"JA IPP 7A PSYCHIATRY 7th floor of Bldg 6.
behavioral health patients requiring inpatient treatment",3,1.45,16.5,7
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Psychiatry,"JA IPP 7D PSYCHIATRY 7th floor of Bldg 6.
behavioral health patients requiring inpatient treatment",3,1.3,18.6,7
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Psychiatry,"JA IPP 8A PSYCHIATRY 8th floor of Bldg 6.
behavioral health patients requiring inpatient treatment",3,1.27,18.9,7
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Psychiatry,"JA IPP 8D PSYCHIATRY 8th floor of Bldg 6.
behavioral health patients requiring inpatient treatment",3,1.23,19.5,7
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Rehabilitaion,"JA IPR 4D REHAB 4th floor of Bldg 6. acute
rehabilitation patients",2,1.33,12,7
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Stepdown,"JA IP 3A STEPDOWN 3rd floor of Bldg 6.
intermediate level surgical patients.",3,2.35,10.2,4
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Stepdown,"JA IP 3B MED 3rd floor of Bldg 6. medical and
oncology patients requiring intermediate level ofcare",3,2.18,11,4
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Telemetry,"JA IP 5A MED/TELE 5th floor of Bldg 6. medical
patients requiring telemetry monitoring",4,2.19,18.3,4
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Critical Care,"5 ICU Adult - Inpatient Critical Care-Adult Medicine
24 HRS/7 DAY",5.4,3.2,13.6,2.5
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Emergency Department,"Wakefield Emergency Department CC# 30571
ED-50,000-79,999 Annual Visits Days/ Hrs: 24 HRS/7
DAY",6.5,1.4,35.9,5.5
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Endoscopy,"Wakefield Endoscopy CC# 30156 Type: Amb Care.
Endoscopy/GI: As per ASPEN Clinical Guidelines;
Endosc",5,2.5,15,3
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"3 North Adult - Inpatient Med-Surg Comb.-Adult
Medicine 24 HRS/7 DAY",5.4,1.3,32.6,6
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"4 North Adult - Inpatient Medical-Adult Medicine 24
HRS/7 DAY",5.7,1.3,33.9,6
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"4 South Adult - Inpatient Medical-Adult Medicine 24
HRS/7 DAY",5.6,1.3,33.7,6
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Neonatal,"3 Neonatal ICU Neonatal - Inpatient Critical
Care-Neonate Level III OB/GYN 24 HRS/7 DAY",1.2,2.3,4.3,3.5
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,"Wakefield Radiology CC#
(30099-Diagnostic,ultrasound,IR) (30016-CT)
(30167-MRI) Type: Amb Care. Med",5,5.4,7,1.4
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Obstetrics/Gynecology,"3 Labor and Delivery Obstetric - Inpatient Labor and
Delivery OB/GYN 24 HRS/7 DAY",8,1,3.6,8
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Obstetrics/Gynecology,"3 South & Nursery Obstetric - Inpatient Mother/Baby
OB/GYN 24 HRS/7 DAY",1.5,1,11.9,8
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Orthopedics,"6 East Adult - Inpatient Surgical-Adult Orthopedics
24 HRS/7 DAY",4.6,1.6,22.8,5
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Orthopedics,"6 North Adult - Inpatient Surgical-Adult Orthopedics
Orthopedics 24 HRS/7 DAY",1.7,1.6,8.4,5
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Other,"Wakefield Dialysis (Acute + OP) CC# 30549 Amb
Care. Services Acute/ Chronic Dialysis patients with e",5.5,3.4,12,2.2
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Other,"Wakefield OR 30510 Perioperative Services - Based
at hospital.OR-Reduced staff after hours. OR: Lic",13,8.9,11,0.8
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Other,"Wakefield Perianesthesia CC# 30519 Perioperative
Services - Based at hospital. Post-anesthesia care",6,4,12,2
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"Medical Village- Maternal Fetal Assessment CC#
4737068 Stress Test& Fetal Monitoring. 30mins /patie",1,0.4,20,20
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"Wakefield OB- GYN Department (Medical Village-
OBGYN)Outpatient Clinics, Hrs of Operation Mon- Fri.",2,2.8,5,2.5
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Psychiatry,"7 South Psychiatric Adult Psychiatric Mixed Acuity
Psychiatric Psychiatry 24 HRS/7 DAY",4.1,1,32.5,8
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Rehabilitaion,"4 East Rehab - Inpatient Adult Rehab Medicine 24
HRS/7 DAY",2.6,1.3,15.6,6
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Telemetry,"5 North Adult - Inpatient Medical-Adult Medicine 24
HRS/7 DAY",5.5,1.6,27.5,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Ambulatory Surgery,"""Moses Amb.Surg + PreAdmit Testing Type:
Perioperative Serv. Preop and post-op pts. (phase 2).
RN s",9,4.8,15,3
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"""CHAM CATH Lab Type: Amb. Care. Pediatric
Cardiac Catheterization Days/ Hrs.: M-F 6:30A- 5P""",2,5.3,3,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"""Moses Cardiac Cath Lab Amb. Care. Interventional
Cardiology. 4 Cath labs, 1 Cardiac Cat Scan, Pre/",13,6.9,15,3.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"""Moses EP LAB Type: Amb. Care. Interventional
Cardiology. 3EP Labs, 1 TEE/ cardioversion room. All
p",9.5,7.6,10,3.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"CHAM 10 ICU Pediatric - Inpatient Critical
Care-Pediatric Med-Surg ICU",8.6,3.8,17.3,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"CHAM PCVCU Pediatric - Inpatient Critical
Care-Pediatric Cardiac ICU Cardiology",1.1,3.8,2.3,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Cardiothoracic Surgery ICU Adult - Inpatient Critical
Care-Adult Cardio-thoracic ICU Surgery",7.4,3.8,14.8,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Coronary Care Unit Adult - Inpatient Critical
Care-Adult Cardiac ICU Cardiology",5.1,3.8,10.3,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Medical ICU Adult - Inpatient Critical Care-Adult
Medical ICU Medicine",5.3,3.8,10.7,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Neuro ICU Adult - Inpatient Critical Care-Adult
Neuro ICU Surgery",4.5,3.8,8.9,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Surgical ICU Adult - Inpatient Critical Care-Adult
Surgical ICU Surgery",3.6,3.8,7.2,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Dental O/P,"""Moses 3444 Kossuth Avenue / Schiff Dentistry Type:
Amb. Care. Oral Surgery, General Dentistry Mon-",1.5,0.4,28,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Dialysis - Acute,"""CHAM (Peds) Dialysis Amb. Care Serv. peds pt.
with end-stage renal disease (Hemodialysis) Days/ H",2,5.3,3,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Dialysis - Acute,"""Moses Dialysis Type: Amb. Care. Dialysis. Services
patients with end-stage renal disease (Hemodial",10,8.9,9,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Emergency Department,"""CHAM ED Type: ED-50,000-79,999 Annual Visits
Days/ Hrs.: 24 HRS/7 DAY""",8,2.9,20.8,2.6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Emergency Department,"""Moses Adult ED + POS Type: ED-Greater than
80,000 Annual Visits Days/ Hrs.: 24 HRS/7 DAY""",24,2.1,83.8,3.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Endoscopy,"""CHAM GI Type: Peds GI Days/ Hrs.: Mon-Fri,
7a-6p. Staffed w/ RNs Tues, Wed & Fri only""",2,5.3,3,1.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Endoscopy,"Moses Endoscopy Type: Amb. Care. Endoscopy (GI,
Pulmonary, Surgery). Utilizing ASPAN Standards for",13,5.2,20,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Infusion Services,"""Moses Oncology Infusion Center Days/ Hrs.:
Mon-Fri 8a-6:30p Type: Service ambulatory
malignant h",5,1.1,30,6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Infusion Services,"""Moses Transfusion Center Type: Transfusion
Medicine. RN shifts stagger. Days/ Hrs.: Mon to Fri. 8",4,6.5,4,1.2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Infusion Services,"CHAM ROSENTHAL 4 Amb Care. Procedural Unit.
Infusion. Hem/Onc. RNs provide direct care (Infusion)
Da",8,3.5,16,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"7AW/S Adult - Inpatient Step Down-Adult Surgical
Step-down Surgery",4.3,1.9,17.1,4
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 4 Adult - Inpatient Medical-Adult Medicine,7.2,1.5,35.9,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 5 Adult - Inpatient Medical-Adult Medicine,6.7,1.5,33.5,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 6 Adult - Inpatient Medical-Adult Medicine,5.9,1.5,29.6,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 7 Adult - Inpatient Medical-Adult Medicine,5.8,1.5,29,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Klau 8 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",7,1.9,28,4
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"NW 8 10541 Adult - Inpatient Medical-Adult n/a
Hematology/Oncology",8.9,1.7,39.9,4.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 3 Adult - Inpatient Med-Surg Comb.-Adult
Neuro/neurosurgery Neurology",6.3,1.7,28.4,4.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 4 Adult - Inpatient Blended Acuity-Adult
Medical Medicine",7.7,1.5,38.5,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 5 Adult - Inpatient Blended Acuity-Adult
Medical Medicine",7.7,1.5,38.7,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 6 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",7.5,1.5,37.6,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 7 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",6.3,1.5,31.6,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Neurology,"Northwest 1 Adult - Inpatient Step Down-Adult Neuro
Step-down Surgery",7.9,2.2,27.5,3.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,"""Moses MIU Type: Amb. Care. CT, MRI, IR & MIU. RN
shifts stagger. Mon to Fri. 6:00am-9:30pm""",4,3.4,9.4,9
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,"""Moses Radiology Type: Amb. Care. CT, MRI,
IR & MIU. Shifts stagger. 24 hours/7 days a week""",9,2.7,25,1
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,"""Nuclear Medicine Type: Amb. Care. Nuclear
Medicine Days/ Hrs.: Mon- Fri. 7:30am- 7:30pm""",1.8,1.3,10,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Oncology,"""Moses Radiation Oncology Type: Amb. Care.
Providing radiation therapy to adult/pediatric patients.",4.5,1.7,20,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Oncology,"Northwest 2 Adult - Inpatient Bone Marrow
Transplant-Adult Hematology/Oncology",7.1,1.9,28.3,4
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Other,"""CHAM PACU Type: ASU/PACU. Pre/Postoperative
includes Phase I Days/ Hrs.: Mon to Fri, 6a-930p,
Clo",7,3.8,14,2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Other,"""Moses OR Type: Perioperative Services.
OR-Reduced staff after hours. Operating room elective
cases",30,10.2,22,1
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Other,"""Moses PACU Type: Perioperative Services - Based
at hospital. Post-anesthesia care unit. Recovery r",9,4.8,14,3
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""(Moses) MAP 7- Cardiology General Type: General
Cardiology, Arrhythmia, EP, Interventional, Non-in",3,0.2,120,6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""CHAM 4/5 Subspecialty Clinics Type: Ambulatory
Clinics for Pediatrics Days/ Hrs.: M-F 8a-6p""",2,0.2,80,2.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""CHAM ROSENTHAL 3 Type: Amb. Care. Specialty
Care. Days/ Hrs.: Mon - Fri. 8a- 5p. No regularly st",1,0.1,60,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""Moses 3444 Kossuth Avenue - OBGYN (FCC) Amb.
Care. General, OB, Colposcopies
Mon-Fri / 8:00-5:00""",1,0,150,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""Moses MAP 1 Ophthalmology Type: Amb. Care.
Ophthalmology Days/ Hrs.: Mon-Fri, 8:30-5:00.
Some Sa",1.5,0.1,200,6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""Moses MAP 3 ENT Type: Ear, Nose, Throat,
Head & Neck Surgery. Only 1 RN: Non-patient facing
resea",1,0.2,45,45
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""Moses MAP 4 General and Vascular Surgery Type:
Surgery/Vascular Surgery Days/ Hrs.: Mon-Fri / 7:30",9,0.9,80,5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""Moses MAP 7- Cardiology Heart Failure (Cardiac
Stress testing) Days/ Hrs.: Mon-Fri. 8:30a-5p""",2,0.8,18,3
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"""Moses MAP LL Pediatric Urology Type: Amb. Care.
Pediatric Urology Mon-Fri / 8:30-5:00""",2,0.8,20,1.5
