pfi,hospital_name,county,region,unit_name,unit_description,day_UNLICENSED_count,day_UNLICENSED_hours_per_pt,evening_UNLICENSED_count,evening_UNLICENSED_hours_per_pt,night_UNLICENSED_count,night_UNLICENSED_hours_per_pt
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,2C5 Surgical Intensive Care Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,4D Neonatal Intensive Care Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,9B ICU,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,9C Medical Intensive Care Unit 1,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,9C Medical Intensive Care Unit 2,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6B Medical Surgical Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6C Medical Surgical Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,8B Medical Surgical Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,8C Medical Surgical Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Surgery- Surgical Clinic Adult- 1A7,12,4,,,,
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3 North,4,1.25,4,1.25,3,0.97
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3 South,4,1.25,4,1.25,3,0.97
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4 North,4,1.25,4,1.25,3,0.97
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4 South,4,1.25,4,1.25,3,0.97
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,5 North,4,1.25,4,1.25,3,0.97
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,5 South,4,1.25,4,1.25,3,0.97
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6 North,4,1.25,4,1.25,3,0.97
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6 South,4,1.25,4,1.25,3,0.97
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Brooklyn Unit,4,1.25,4,1.25,3,0.97
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Critical Care,5th Floor Critical Care: MICU/SICU,3,1.84,,,,
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Critical Care,Neonatal ICU,0,0,,,0,0
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,2 North: med surg,3,1.29,,,4,4.6
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,2 South: med surg,2,0.95,2,0.95,2,0.95
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3 South: Hospice,1,2.11,1,2.11,1,2.1
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3N: med surg,4,1.38,,,,
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6 North: med surg,4,1.46,4,1.37,4,1.37
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,7 North: med surg,3,1.1,,,,
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,7 South: Respiratory,3,1.8,3,1.8,3,1.81
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Medical Psychiatric Unit (MPU) opened June 25,
2024. med/psych patients",4,7.5,,,,
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Critical Care,5th Floor MICU/SICU,,,3,1.73,,
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,2 North: Med surg,,,3,1.29,,
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3 North: med surg,,,4,1.38,4,1.38
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,7 North: med surg tele,,,4,1.71,3,1.28
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Medical Psychiatric Unit (MPU) 6th floor,,,4,7,4,7
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Critical Care,5th Floor Critical Care: MICU/SICU/IMCU,,,,,3,1.84
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Critical Care,MEDICAL INTENSIVE CARE UNIT (MICU),3,1.11,3,1.07,3,1.07
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Critical Care,NEONATAL INTENSIVE CARE UNIT ( NICU),2,1.32,3,2,2,1.33
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,Pediatric and Adult Emergency Department,11,0.83,,,11,1.03
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Intensive Care,PEDIATRIC INTENSIVE CARE UNIT (PICU),1,5.76,,,,
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,10th Floor Medical Surgical /Dialysis,4,0.74,4,0.73,4,30
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,11TH FLOOR MEDICAL SURGICAL / TELEMETRY,4,0.79,4,0.86,4,30
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,16TH FLOOR MEDICAL SURGICAL,3,0.65,3,22.5,3,22.5
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"17TH FLOOR MEDICAL SURGICAL TRANSITIONAL
CARE UNIT",3,0.96,3,22.5,3,1.24
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,8TH FLOOR MEDICAL SURGICAL TELEMETRY,3,0.92,2,0.61,3,0.97
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Critical Care,CARDIAC CARE UNIT (CCU),,,2,7.66,2,1.94
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Critical Care,PEDIATRIC INTENSIVE CARE UNIT (PICU),,,1,5.76,1,5.76
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,Pediatric and Adult Emergency Department (11-11),,,11,0.67,,
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"15TH FLOOR, PULMONARY TELEMETRY UNIT",,,,,5,1.2
1178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,PEDIATRICS,,,,,2,1.57
1185,Montefiore Medical Center - Montefiore Westchester Square,Bronx,Metropolitan Area Regional Office,Emergency Department,"""Montefiore Westchester Square ED Type:
Freestanding Emergency Department Days/ Hrs.: 24
HRS/7 DAY",1,0.5,,,,
1185,Montefiore Medical Center - Montefiore Westchester Square,Bronx,Metropolitan Area Regional Office,Emergency Department,"Montefiore Westchester Square ED Type:
Freestanding Emergency Department Days/ Hrs.: 24
HRS/7 DAY""",,,1.5,0.5,,
1185,Montefiore Medical Center - Montefiore Westchester Square,Bronx,Metropolitan Area Regional Office,Emergency Department,"""Montefiore Westchester Square ED Type:
Freestanding Emergency Department Days/ Hrs.: 24
HRS/7 DAY""",,,,,1,0.8
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Critical Care,NO IP 10B ICU ACUTE/STEPDOWN,0,0,,,0,0
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Emergency Department,NO ED ADULT,1,0.24,1,0.27,1,0.26
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Emergency Department,NO ED PEDIATRIC,0,0,0,0,0,0
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Emergency Department,NO ED PSYCH,2,2.32,2,8,2,4
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,NO IP 10A MED SURG,0,0,,,,
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,NO IP 9A MED SURG,0,0,0,0,0,0
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,NO IP 9B MED SURG,0,0,0,0,0,0
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Intensive Care,NO IP 10B ICU ACUTE/STEPDOWN,,,0,0,,
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,NO IP 10 M/S FLEX,,,0,0,0,0
1186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,Emergency Department,Emergency Department,,,,,4,67
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Critical Care,8 CHC: Pediatric Intensive Care Unit,1,1.5,1,1.5,1,1.5
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Critical Care,Coronary Care Unit,1,1.5,1,1.5,1,1.5
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Critical Care,Medical Intensive Care,2,0.94,,,,
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Critical Care,Surgical Intensive Care Unit,2,0.94,,,2,0.94
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Emergency Department,"24/7 services focused on adult, pediatric and
psychiatry emergent care",16,0.36,,,16,0.36
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,10 CHC Medical Surgical Unit,8,1.02,,,8,1.02
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,11 CHC: Medical Surgical,8,0.95,8,0.95,,
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Critical Care,Medical Intensive Care Unit,,,2,0.94,2,0.94
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Critical Care,Surgical ICU,,,2,0.94,,
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Emergency Department,"24/7 services focused on adult, pediatric and
psychiatric emergent care",,,16,0.36,,
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,10 CHC: Medical Surgical Unit,,,8,1.02,,
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,9 CHC: Neuroscience,,,6,1.44,,
1286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,11 CHC; Medical Surgical,,,,,8,0.95
1288,Brooklyn Hospital Center - Downtown Campus,Kings,Metropolitan Area Regional Office,Intensive Care,Intensive Care,2.45,0,2.45,0,2.45,0
1288,Brooklyn Hospital Center - Downtown Campus,Kings,Metropolitan Area Regional Office,Medical/Surgical,Medical Surgical,13.57,0,13.57,0,13.57,0
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Critical Care,ICU - 7 Bed total capacity,1,1.71,,,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Emergency Department,"911 Receiving ED - 29 Bays in the main ED and 6
Chairs in the Fast Track.",3,2.7,,,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"2nd Floor -Medical and Surgical Unit - 41 total beds
capacity with 15 beds tele capacity.",5,1.37,,,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"3rd Floor Medical and Surgical Unit - 41 beds total
capacity with 15 beds tele capacity.",4,1.14,,,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"4th Floor- Medical and Surgical Unit - 24 beds with 15
beds tele capacity.",3,1.26,,,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Critical Care,ICU - 7 Bed Capacity,,,1,1.71,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Emergency Department,"911 Receiving ED-29 Bays in the main ED and 6
Chairs in the Fast Track",,,4,3.65,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"2nd Floor Medical and Surgical Unit - 41 total beds
capacity with 15 beds tele capacity.",,,5,1.37,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"3rd Floor Medical and Surgical Unit. Total 41 Bed
Capacity with 15 Tele Bed Capacity.",,,5,1.32,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"4th Floor Medical and Surgical Unit - 24 beds with 15
beds tele capacity.",,,3,1.4,,
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Critical Care,ICU - 7 Bed capacity,,,,,1,1.71
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Emergency Department,"911 Receiving ED - 29 Bays in the main ED and 6
Chairs in the Fast Track",,,,,2,1.82
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"2nd floor -Medical and Surgical Unit - 41 total beds
capacity with 15 beds tele capacity.",,,,,5,1.37
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"3rd Floor -Medical and Surgical Unit - 41 total beds
capacity with 15 beds tele capacity.",,,,,5,1.32
1293,Maimonides Midwood Community Hospital,Kings,Metropolitan Area Regional Office,Medical/Surgical,"4th Floor -Medical and Surgical Unit - 24 total beds
capacity with 15 beds tele capacity.",,,,,3,1.26
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Critical Care,CON01 T6E CARDIAC ICU/SDU,1,1.07,1,1.07,1,1.07
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Critical Care,CON01 T7E MED/SURG ICU,1,0.7,1,0.7,1,0.7
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Critical Care,CON01 T7W MED/SURG ICU,1,0.85,1,0.85,1,0.85
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Emergency Department,ED ADULT AND ED PEDS - ESI-1,1,4.21,1,4.21,1,4.21
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Emergency Department,ED ADULT-ESI-2,2,0.95,2,0.95,2,0.95
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Emergency Department,ED ADULT-ESI-3,4,0.77,4,0.77,4,0.77
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Emergency Department,ED ADULT-ESI-4-5,2,1.19,2,1.19,2,1.19
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 RBG 6W MED/SURG,1,0.68,1,0.68,1,0.68
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 RBG 7E Med/Surg,2,1.04,,,2,1.04
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 RBG 7W MED/SURG,1,0.68,1,0.68,1,0.68
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 RBG 8E Med/Surg,2,1.02,2,1.02,2,1.02
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 RBG 8W Med/Surg,1,0.68,1,0.68,1,0.68
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 RBG 9W Med/Surg,1,0.68,1,0.68,1,0.68
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 T3E MED/SURG,2,0.71,2,0.71,2,0.71
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 T3W MED/SURG,2,0.91,2,0.91,2,0.91
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 T6W MED/SURG,2,0.91,2,0.91,2,0.91
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,CON01 T8E MED/SURG,2,0.82,2,0.82,2,0.82
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Critical Care,CON01 T7W MED/SURG SD,,,1,2.16,,
1294,NYC HEALTH + HOSPITALS/SOUTH BROOKLYN HEALTH,Kings,Metropolitan Area Regional Office,Medical/Surgical,RBG01 PIP9E ADULT BH,,,,,4,1.33
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,CPEP Adult,5,2.29,1,0.46,2,0.9
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Adult ESI-1,0,0,0,0,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Adult ESI-2,4,0.78,,,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Adult ESI-3,6,0.7,,,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Adult esi-4-5,1,0.74,,,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Peds ESI-1,0,0,,,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Peds ESI-2,1,7.27,,,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Peds ESI-3,1,0.96,,,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Peds ESI-4-5,1,3.81,,,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Adult ESI - 2,,,0,0,4,0.8
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Adult ESI - 3,,,0,0,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Adult ESI -4-5,,,0,0,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Peds ESI - 2,,,0,0,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Peds ESI -1,,,0,0,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Peds ESI 3,,,0,0,,
1301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,Emergency Department,ED Peds ESI 4-5,,,0,0,1,3.8
